sample_id,lon,lat,Collection_Date,climate_method
SRR27047881,-21.178,64.008,8/13/20,exact
SRR27047882,-21.178,64.008,8/13/20,exact
SRR27047885,-21.178,64.008,8/13/20,exact
SRR27047886,-21.178,64.008,8/13/20,exact
SRR27047887,-21.178,64.008,8/13/20,exact
SRR27047888,-21.178,64.008,8/13/20,exact
SRR27047889,-21.178,64.008,8/13/20,exact
SRR27047890,-21.178,64.008,8/13/20,exact
SRR27047891,-21.178,64.008,8/13/20,exact
SRR27047892,-21.178,64.008,8/13/20,exact
SRR27047893,-21.178,64.008,8/13/20,exact
SRR27047894,-21.178,64.008,8/13/20,exact
SRR27047897,-21.178,64.008,8/13/20,exact
SRR27047898,-21.178,64.008,8/13/20,exact
SRR27047899,-21.178,64.008,8/13/20,exact
SRR27047900,-21.178,64.008,8/13/20,exact
SRR27047901,-21.178,64.008,8/13/20,exact
SRR27047902,-21.178,64.008,8/13/20,exact
SRR27047903,-21.178,64.008,8/13/20,exact
SRR27047904,-21.178,64.008,8/13/20,exact
SRR27047905,-21.178,64.008,8/13/20,exact
SRR27047906,-21.178,64.008,8/13/20,exact
SRR27047908,-21.178,64.008,8/13/20,exact
SRR27047909,-21.178,64.008,8/13/20,exact
SRR27047910,-21.178,64.008,8/13/20,exact
SRR27047911,-21.178,64.008,8/13/20,exact
SRR27047912,-21.178,64.008,8/13/20,exact
SRR27047913,-21.178,64.008,8/13/20,exact
SRR27047914,-21.178,64.008,8/13/20,exact
SRR27047915,-21.178,64.008,8/13/20,exact
SRR27047916,-21.178,64.008,8/13/20,exact
SRR27047917,-21.178,64.008,8/13/20,exact
SRR27047918,-21.178,64.008,8/13/20,exact
SRR27047919,-21.178,64.008,8/13/20,exact
SRR27047920,-21.178,64.008,8/13/20,exact
SRR27047924,-21.178,64.008,8/13/20,exact
SRR27047925,-21.178,64.008,8/13/20,exact
SRR27047926,-21.178,64.008,8/13/20,exact
SRR27047927,-21.178,64.008,8/13/20,exact
SRR27047928,-21.178,64.008,8/13/20,exact
SRR27047929,-21.178,64.008,8/13/20,exact
SRR27047933,-21.178,64.008,8/13/20,exact
SRR27047934,-21.178,64.008,8/13/20,exact
SRR27047936,-21.178,64.008,8/13/20,exact
SRR27047937,-21.178,64.008,8/13/20,exact
SRR27047938,-21.178,64.008,8/13/20,exact
SRR27047939,-21.178,64.008,8/13/20,exact
SRR27047940,-21.178,64.008,8/13/20,exact
SRR27047941,-21.178,64.008,8/13/20,exact
SRR27047942,-21.178,64.008,8/13/20,exact
SRR27047943,-21.178,64.008,8/13/20,exact
SRR27047944,-21.178,64.008,8/13/20,exact
SRR27047945,-21.178,64.008,8/13/20,exact
SRR27047946,-21.178,64.008,8/13/20,exact
SRR27047947,-21.178,64.008,8/13/20,exact
SRR27047948,-21.178,64.008,8/13/20,exact
SRR27047949,-21.178,64.008,8/13/20,exact
SRR27047950,-21.178,64.008,8/13/20,exact
SRR27047952,-21.178,64.008,8/13/20,exact
SRR27047953,-21.178,64.008,8/13/20,exact
SRR27047961,-21.178,64.008,8/13/20,exact
SRR27047963,-21.178,64.008,8/13/20,exact
SRR27047964,-21.178,64.008,8/13/20,exact
SRR27047965,-21.178,64.008,8/13/20,exact
SRR27047966,-21.178,64.008,8/13/20,exact
SRR27047969,-21.178,64.008,8/13/20,exact
SRR27047971,-21.178,64.008,8/13/20,exact
SRR27047972,-21.178,64.008,8/13/20,exact
SRR27047973,-21.178,64.008,8/13/20,exact
SRR27047974,-21.178,64.008,8/13/20,exact
SRR27047978,-21.178,64.008,8/13/20,exact
SRR27047979,-21.178,64.008,8/13/20,exact
SRR27047980,-21.178,64.008,8/13/20,exact
SRR27047981,-21.178,64.008,8/13/20,exact
SRR27047982,-21.178,64.008,8/13/20,exact
SRR27047983,-21.178,64.008,8/13/20,exact
SRR27047984,-21.178,64.008,8/13/20,exact
SRR27047985,-21.178,64.008,8/13/20,exact
SRR27047986,-21.178,64.008,8/13/20,exact
SRR27047987,-21.178,64.008,8/13/20,exact
SRR27047988,-21.178,64.008,8/13/20,exact
SRR27047989,-21.178,64.008,8/13/20,exact
SRR27047990,-21.178,64.008,8/13/20,exact
SRR27047991,-21.178,64.008,8/13/20,exact
SRR27047992,-21.178,64.008,8/13/20,exact
SRR27047993,-21.178,64.008,8/13/20,exact
SRR27047994,-21.178,64.008,8/13/20,exact
SRR27047995,-21.178,64.008,8/13/20,exact
SRR27048000,-21.178,64.008,8/13/20,exact
SRR27048001,-21.178,64.008,8/13/20,exact
SRR27048002,-21.178,64.008,8/13/20,exact
SRR27048003,-21.178,64.008,8/13/20,exact
SRR27048004,-21.178,64.008,8/13/20,exact
SRR27048006,-21.178,64.008,8/13/20,exact
SRR27048007,-21.178,64.008,8/13/20,exact
SRR27048008,-21.178,64.008,8/13/20,exact
SRR27048009,-21.178,64.008,8/13/20,exact
SRR27048016,-21.178,64.008,8/13/20,exact
SRR27048017,-21.178,64.008,8/13/20,exact
SRR27048018,-21.178,64.008,8/13/20,exact
SRR27048019,-21.178,64.008,8/13/20,exact
SRR27048020,-21.178,64.008,8/13/20,exact
SRR27048021,-21.178,64.008,8/13/20,exact
SRR27048022,-21.178,64.008,8/13/20,exact
SRR27048023,-21.178,64.008,8/13/20,exact
SRR27048024,-21.178,64.008,8/13/20,exact
SRR27048025,-21.178,64.008,8/13/20,exact
SRR27048026,-21.178,64.008,8/13/20,exact
SRR3998070,-97.31,34.59,10/1/11,exact
SRR3998071,-97.31,34.59,10/1/11,exact
SRR3998075,-97.31,34.59,10/1/11,exact
SRR3998080,-97.31,34.59,10/1/11,exact
SRR3998082,-97.31,34.59,10/1/11,exact
SRR3998085,-97.31,34.59,10/1/11,exact
SRR3998089,-97.31,34.59,10/1/11,exact
SRR3998096,-97.31,34.59,10/2/12,exact
SRR3998097,-97.31,34.59,10/2/12,exact
SRR3998098,-97.31,34.59,10/2/12,exact
SRR3998099,-97.31,34.59,10/2/12,exact
SRR3998100,-97.31,34.59,10/2/12,exact
SRR3998102,-97.31,34.59,10/2/12,exact
SRR3998104,-97.31,34.59,10/2/12,exact
SRR3998106,-97.31,34.59,10/2/12,exact
SRR3998107,-97.31,34.59,10/2/12,exact
SRR3998113,-97.31,34.59,10/2/12,exact
SRR3998117,-97.31,34.59,10/2/12,exact
SRR3998118,-97.31,34.59,10/2/12,exact
SRR3998119,-97.31,34.59,10/2/12,exact
SRR3998120,-97.31,34.59,10/2/12,exact
SRR3998121,-97.31,34.59,10/2/12,exact
SRR3998124,-97.31,34.59,10/2/12,exact
SRR3998127,-97.31,34.59,10/2/12,exact
SRR3998132,-97.31,34.59,10/2/12,exact
SRR3998136,-97.31,34.59,10/2/12,exact
SRR3998138,-97.31,34.59,10/2/12,exact
SRR3998140,-97.31,34.59,10/2/12,exact
SRR3998141,-97.31,34.59,10/2/12,exact
SRR3998142,-97.31,34.59,10/2/12,exact
SRR3998144,-97.31,34.59,9/3/13,exact
SRR3998148,-97.31,34.59,9/3/13,exact
SRR3998149,-97.31,34.59,9/3/13,exact
SRR3998150,-97.31,34.59,9/3/13,exact
SRR3998151,-97.31,34.59,9/3/13,exact
SRR3998153,-97.31,34.59,9/3/13,exact
SRR3998154,-97.31,34.59,9/3/13,exact
SRR3998155,-97.31,34.59,9/3/13,exact
SRR3998158,-97.31,34.59,9/3/13,exact
SRR3998159,-97.31,34.59,9/3/13,exact
SRR3998160,-97.31,34.59,9/3/13,exact
SRR3998161,-97.31,34.59,9/3/13,exact
SRR3998165,-97.31,34.59,9/3/13,exact
SRR3998168,-97.31,34.59,9/3/13,exact
SRR3998169,-97.31,34.59,9/3/13,exact
SRR3998170,-97.31,34.59,9/3/13,exact
SRR3998171,-97.31,34.59,9/3/13,exact
SRR3998173,-97.31,34.59,9/3/13,exact
SRR3998175,-97.31,34.59,9/3/13,exact
SRR3998176,-97.31,34.59,9/3/13,exact
SRR3998180,-97.31,34.59,9/3/13,exact
SRR3998181,-97.31,34.59,9/3/13,exact
SRR3998183,-97.31,34.59,9/3/13,exact
SRR3998185,-97.31,34.59,9/3/13,exact
SRR3998188,-97.31,34.59,9/3/13,exact
SRR3998189,-97.31,34.59,9/3/13,exact
SRR3998190,-97.31,34.59,9/3/13,exact
SRR3998193,-97.31,34.59,9/3/13,exact
SRR3998194,-97.31,34.59,9/3/13,exact
SRR3998196,-97.31,34.59,9/3/13,exact
SRR3998198,-97.31,34.59,10/4/14,exact
SRR3998201,-97.31,34.59,10/4/14,exact
SRR3998203,-97.31,34.59,10/4/14,exact
SRR3998205,-97.31,34.59,10/4/14,exact
SRR3998207,-97.31,34.59,10/4/14,exact
SRR3998212,-97.31,34.59,10/4/14,exact
SRR3998215,-97.31,34.59,10/4/14,exact
SRR3998224,-97.31,34.59,10/4/14,exact
SRR3998226,-97.31,34.59,10/4/14,exact
SRR3998227,-97.31,34.59,10/4/14,exact
SRR3998229,-97.31,34.59,10/4/14,exact
SRR3998230,-97.31,34.59,10/4/14,exact
SRR3998231,-97.31,34.59,10/4/14,exact
SRR3998233,-97.31,34.59,10/4/14,exact
SRR3998234,-97.31,34.59,10/4/14,exact
SRR3998235,-97.31,34.59,10/4/14,exact
SRR3998236,-97.31,34.59,9/1/10,exact
SRR3998238,-97.31,34.59,10/4/14,exact
SRR3998243,-97.31,34.59,10/4/14,exact
SRR3998244,-97.31,34.59,10/4/14,exact
SRR3998248,-97.31,34.59,10/4/14,exact
SRR3998249,-97.31,34.59,10/4/14,exact
SRR3998257,-97.31,34.59,10/5/15,exact
SRR3998259,-97.31,34.59,10/5/15,exact
SRR3998266,-97.31,34.59,9/1/10,exact
SRR3998269,-97.31,34.59,9/1/10,exact
SRR3998275,-97.31,34.59,9/1/10,exact
SRR3998277,-97.31,34.59,9/1/10,exact
SRR3998278,-97.31,34.59,9/1/10,exact
SRR3998279,-97.31,34.59,9/1/10,exact
SRR3998282,-97.31,34.59,9/1/10,exact
SRR3998284,-97.31,34.59,9/1/10,exact
SRR3998287,-97.31,34.59,9/1/10,exact
SRR3998288,-97.31,34.59,9/1/10,exact
SRR3998290,-97.31,34.59,9/1/10,exact
SRR3998293,-97.31,34.59,9/1/10,exact
SRR3998294,-97.31,34.59,9/1/10,exact
SRR3998300,-97.31,34.59,9/1/10,exact
SRR3998305,-97.31,34.59,9/1/10,exact
SRR3998306,-97.31,34.59,9/1/10,exact
SRR3998310,-97.31,34.59,10/1/11,exact
SRR3998311,-97.31,34.59,10/1/11,exact
SRR3998314,-97.31,34.59,10/1/11,exact
SRR3998316,-97.31,34.59,10/1/11,exact
SRR3998319,-97.31,34.59,10/1/11,exact
SRR3998323,-97.31,34.59,10/1/11,exact
SRR3998324,-97.31,34.59,10/1/11,exact
SRR3998325,-97.31,34.59,10/1/11,exact
SRR3998326,-97.31,34.59,10/1/11,exact
SRR3998327,-97.31,34.59,10/1/11,exact
SRR3998330,-97.31,34.59,10/1/11,exact
SRR3998333,-97.31,34.59,10/1/11,exact
SRR3998334,-97.31,34.59,10/1/11,exact
SRR3998335,-97.31,34.59,10/1/11,exact
SRR3998337,-97.31,34.59,10/1/11,exact
SRR3998338,-97.31,34.59,10/1/11,exact
SRR8933244,-97.31,34.59,10/5/15,exact
SRR8933248,-97.31,34.59,10/5/15,exact
SRR8933263,-97.31,34.59,9/6/16,exact
SRR8933265,-97.31,34.59,9/6/16,exact
SRR8933278,-97.31,34.59,10/5/15,exact
SRR8933279,-97.31,34.59,9/6/16,exact
SRR8933280,-97.31,34.59,10/5/15,exact
SRR8933281,-97.31,34.59,10/5/15,exact
SRR8933282,-97.31,34.59,10/5/15,exact
SRR8933283,-97.31,34.59,10/5/15,exact
SRR8933284,-97.31,34.59,10/5/15,exact
SRR8933285,-97.31,34.59,10/5/15,exact
SRR8933286,-97.31,34.59,10/5/15,exact
SRR8933287,-97.31,34.59,10/5/15,exact
SRR8933288,-97.31,34.59,10/5/15,exact
SRR8933289,-97.31,34.59,10/5/15,exact
SRR8933298,-97.31,34.59,9/6/16,exact
SRR8933303,-97.31,34.59,9/6/16,exact
SRR8933317,-97.31,34.59,10/5/15,exact
SRR8933318,-97.31,34.59,9/6/16,exact
SRR8933319,-97.31,34.59,9/6/16,exact
SRR8933320,-97.31,34.59,9/6/16,exact
SRR8933322,-97.31,34.59,9/6/16,exact
SRR8933323,-97.31,34.59,10/5/15,exact
SRR8933324,-97.31,34.59,9/6/16,exact
SRR8933325,-97.31,34.59,9/6/16,exact
SRR8933327,-97.31,34.59,9/6/16,exact
SRR8933328,-97.31,34.59,10/5/15,exact
SRR8933338,-97.31,34.59,9/6/16,exact
SRR8933339,-97.31,34.59,9/6/16,exact
SRR8933341,-97.31,34.59,9/6/16,exact
SRR8933352,-97.31,34.59,9/6/16,exact
SRR8933353,-97.31,34.59,9/6/16,exact
SRR8933354,-97.31,34.59,10/5/15,exact
SRR8933374,-97.31,34.59,9/6/16,exact
SRR8933376,-97.31,34.59,9/6/16,exact
SRR8933377,-97.31,34.59,9/6/16,exact
SRR8933378,-97.31,34.59,9/6/16,exact
SRR8933382,-97.31,34.59,9/6/16,exact
SRR8933383,-97.31,34.59,9/6/16,exact
SRR8933385,-97.31,34.59,9/6/16,exact
SRR8933396,-97.31,34.59,9/6/16,exact
SRR8933397,-97.31,34.59,9/6/16,exact
SRR8933398,-97.31,34.59,9/6/16,exact
SRR8933399,-97.31,34.59,9/6/16,exact
SRR8933404,-97.31,34.59,9/6/16,exact
SRR8933405,-97.31,34.59,9/6/16,exact
SRR8933406,-97.31,34.59,9/6/16,exact
SRR8933416,-97.31,34.59,9/6/16,exact
SRR8933420,-97.31,34.59,10/5/15,exact
SRR8933421,-97.31,34.59,10/5/15,exact
SRR8933422,-97.31,34.59,10/5/15,exact
SRR8933423,-97.31,34.59,10/5/15,exact
SRR8933424,-97.31,34.59,10/5/15,exact
SRR8933425,-97.31,34.59,10/5/15,exact
SRR8933426,-97.31,34.59,10/5/15,exact
SRR8933427,-97.31,34.59,10/5/15,exact
SRR8933428,-97.31,34.59,10/5/15,exact
SRR8933429,-97.31,34.59,10/5/15,exact
SRR8933430,-97.31,34.59,9/6/16,exact
SRR8933441,-97.31,34.59,9/6/16,exact
SRR8933442,-97.31,34.59,9/6/16,exact
SRR8933443,-97.31,34.59,9/6/16,exact
SRR8933444,-97.31,34.59,9/6/16,exact
SRR8933445,-97.31,34.59,9/6/16,exact
SRR8933446,-97.31,34.59,9/6/16,exact
SRR8933447,-97.31,34.59,10/5/15,exact
SRR8933448,-97.31,34.59,10/5/15,exact
SRR8933449,-97.31,34.59,9/6/16,exact
SRR8933450,-97.31,34.59,9/6/16,exact
SRR8933451,-97.31,34.59,10/5/15,exact
SRR8933452,-97.31,34.59,10/5/15,exact
SRR8933453,-97.31,34.59,10/5/15,exact
SRR8933454,-97.31,34.59,10/5/15,exact
SRR8933455,-97.31,34.59,10/5/15,exact
SRR8933456,-97.31,34.59,10/5/15,exact
SRR8933457,-97.31,34.59,10/5/15,exact
SRR8933458,-97.31,34.59,10/5/15,exact
SRR8933459,-97.31,34.59,9/6/16,exact
SRR8933462,-97.31,34.59,10/5/15,exact
SRR8933463,-97.31,34.59,10/5/15,exact
SRR8933484,-97.31,34.59,9/6/16,exact
SRR8933489,-97.31,34.59,9/6/16,exact
ERR1546426,-4.079565,53.141159,8/28/13,exact
ERR1546427,-4.079565,53.141159,8/28/13,exact
ERR1546428,-4.079565,53.141159,8/28/13,exact
ERR1546429,-4.079565,53.141159,8/28/13,exact
ERR1546430,-4.079565,53.141159,8/28/13,exact
ERR1546431,-4.079565,53.141159,8/28/13,exact
ERR1546433,-4.079565,53.141159,8/28/13,exact
ERR1546434,-4.079565,53.141159,8/28/13,exact
ERR1546435,-4.079565,53.141159,8/28/13,exact
ERR1546436,-4.079565,53.141159,8/28/13,exact
ERR1546437,-4.079565,53.141159,8/28/13,exact
ERR1546438,-4.294913,53.310738,8/28/13,exact
ERR1546439,-4.294913,53.310738,8/28/13,exact
ERR1546440,-4.294913,53.310738,8/28/13,exact
ERR1546441,-4.294913,53.310738,8/28/13,exact
ERR1546442,-4.294913,53.310738,8/28/13,exact
ERR1546443,-4.294913,53.310738,8/28/13,exact
ERR1546444,-4.294913,53.310738,8/28/13,exact
ERR1546445,-4.294913,53.310738,8/28/13,exact
ERR1546447,-4.294913,53.310738,8/28/13,exact
ERR1546448,-4.294913,53.310738,8/28/13,exact
ERR1546449,-4.294913,53.310738,8/28/13,exact
ERR1546450,-4.079565,53.141159,9/23/13,exact
ERR1546451,-4.079565,53.141159,9/23/13,exact
ERR1546452,-4.079565,53.141159,9/23/13,exact
ERR1546453,-4.079565,53.141159,9/23/13,exact
ERR1546454,-4.079565,53.141159,9/23/13,exact
ERR1546455,-4.079565,53.141159,9/23/13,exact
ERR1546456,-4.079565,53.141159,9/23/13,exact
ERR1546457,-4.079565,53.141159,9/23/13,exact
ERR1546458,-4.079565,53.141159,9/23/13,exact
ERR1546459,-4.079565,53.141159,9/23/13,exact
ERR1546460,-4.079565,53.141159,9/23/13,exact
ERR1546461,-4.079565,53.141159,9/23/13,exact
ERR1546462,-4.294913,53.310738,9/23/13,exact
ERR1546463,-4.294913,53.310738,9/23/13,exact
ERR1546464,-4.294913,53.310738,9/23/13,exact
ERR1546465,-4.294913,53.310738,9/23/13,exact
ERR1546466,-4.294913,53.310738,9/23/13,exact
ERR1546468,-4.294913,53.310738,9/23/13,exact
ERR1546469,-4.294913,53.310738,9/23/13,exact
ERR1546470,-4.294913,53.310738,9/23/13,exact
ERR1546471,-4.294913,53.310738,9/23/13,exact
ERR1546472,-4.294913,53.310738,9/23/13,exact
ERR1546473,-4.294913,53.310738,9/23/13,exact
ERR1546474,-4.079565,53.141159,10/14/13,exact
ERR1546475,-4.079565,53.141159,10/14/13,exact
ERR1546476,-4.079565,53.141159,10/14/13,exact
ERR1546477,-4.079565,53.141159,10/14/13,exact
ERR1546478,-4.079565,53.141159,10/14/13,exact
ERR1546479,-4.079565,53.141159,10/14/13,exact
ERR1546480,-4.079565,53.141159,10/14/13,exact
ERR1546481,-4.079565,53.141159,10/14/13,exact
ERR1546482,-4.079565,53.141159,10/14/13,exact
ERR1546483,-4.079565,53.141159,10/14/13,exact
ERR1546484,-4.079565,53.141159,10/14/13,exact
ERR1546485,-4.079565,53.141159,10/14/13,exact
ERR1546486,-4.294913,53.310738,10/14/13,exact
ERR1546487,-4.294913,53.310738,10/14/13,exact
ERR1546488,-4.294913,53.310738,10/14/13,exact
ERR1546489,-4.294913,53.310738,10/14/13,exact
ERR1546490,-4.294913,53.310738,10/14/13,exact
ERR1546492,-4.294913,53.310738,10/14/13,exact
ERR1546493,-4.294913,53.310738,10/14/13,exact
ERR1546494,-4.294913,53.310738,10/14/13,exact
ERR1546495,-4.294913,53.310738,10/14/13,exact
ERR1546496,-4.294913,53.310738,10/14/13,exact
ERR1546497,-4.294913,53.310738,10/14/13,exact
ERR1546498,-4.079565,53.141159,11/4/13,exact
ERR1546499,-4.079565,53.141159,11/4/13,exact
ERR1546500,-4.079565,53.141159,11/4/13,exact
ERR1546501,-4.079565,53.141159,11/4/13,exact
ERR1546502,-4.079565,53.141159,11/4/13,exact
ERR1546503,-4.079565,53.141159,11/4/13,exact
ERR1546504,-4.079565,53.141159,11/4/13,exact
ERR1546505,-4.079565,53.141159,11/4/13,exact
ERR1546506,-4.079565,53.141159,11/4/13,exact
ERR1546507,-4.079565,53.141159,11/4/13,exact
ERR1546508,-4.079565,53.141159,11/4/13,exact
ERR1546509,-4.079565,53.141159,11/4/13,exact
ERR1546510,-4.294913,53.310738,11/4/13,exact
ERR1546511,-4.294913,53.310738,11/4/13,exact
ERR1546512,-4.294913,53.310738,11/4/13,exact
ERR1546513,-4.294913,53.310738,11/4/13,exact
ERR1546514,-4.294913,53.310738,11/4/13,exact
ERR1546515,-4.294913,53.310738,11/4/13,exact
ERR1546516,-4.294913,53.310738,11/4/13,exact
ERR1546517,-4.294913,53.310738,11/4/13,exact
ERR1546518,-4.294913,53.310738,11/4/13,exact
ERR1546520,-4.294913,53.310738,11/4/13,exact
ERR1546521,-4.294913,53.310738,11/4/13,exact
ERR1546522,-4.079565,53.141159,11/25/13,exact
ERR1546523,-4.079565,53.141159,11/25/13,exact
ERR1546524,-4.079565,53.141159,11/25/13,exact
ERR1546525,-4.079565,53.141159,11/25/13,exact
ERR1546526,-4.079565,53.141159,11/25/13,exact
ERR1546527,-4.079565,53.141159,11/25/13,exact
ERR1546529,-4.079565,53.141159,11/25/13,exact
ERR1546530,-4.079565,53.141159,11/25/13,exact
ERR1546531,-4.079565,53.141159,11/25/13,exact
ERR1546533,-4.079565,53.141159,11/25/13,exact
ERR1546534,-4.294913,53.310738,11/25/13,exact
ERR1546535,-4.294913,53.310738,11/25/13,exact
ERR1546536,-4.294913,53.310738,11/25/13,exact
ERR1546537,-4.294913,53.310738,11/25/13,exact
ERR1546538,-4.294913,53.310738,11/25/13,exact
ERR1546539,-4.294913,53.310738,11/25/13,exact
ERR1546540,-4.294913,53.310738,11/25/13,exact
ERR1546541,-4.294913,53.310738,11/25/13,exact
ERR1546542,-4.294913,53.310738,11/25/13,exact
ERR1546543,-4.294913,53.310738,11/25/13,exact
ERR1546544,-4.294913,53.310738,11/25/13,exact
ERR1546545,-4.294913,53.310738,11/25/13,exact
ERR1546547,-4.079565,53.141159,12/16/13,exact
ERR1546548,-4.079565,53.141159,12/16/13,exact
ERR1546549,-4.079565,53.141159,12/16/13,exact
ERR1546550,-4.079565,53.141159,12/16/13,exact
ERR1546551,-4.079565,53.141159,12/16/13,exact
ERR1546552,-4.079565,53.141159,12/16/13,exact
ERR1546553,-4.079565,53.141159,12/16/13,exact
ERR1546554,-4.079565,53.141159,12/16/13,exact
ERR1546555,-4.079565,53.141159,12/16/13,exact
ERR1546556,-4.079565,53.141159,12/16/13,exact
ERR1546557,-4.079565,53.141159,12/16/13,exact
ERR1546558,-4.294913,53.310738,12/16/13,exact
ERR1546559,-4.294913,53.310738,12/16/13,exact
ERR1546560,-4.294913,53.310738,12/16/13,exact
ERR1546561,-4.294913,53.310738,12/16/13,exact
ERR1546562,-4.294913,53.310738,12/16/13,exact
ERR1546563,-4.294913,53.310738,12/16/13,exact
ERR1546564,-4.294913,53.310738,12/16/13,exact
ERR1546565,-4.294913,53.310738,12/16/13,exact
ERR1546567,-4.294913,53.310738,12/16/13,exact
ERR1546568,-4.294913,53.310738,12/16/13,exact
ERR1546569,-4.294913,53.310738,12/16/13,exact
ERR1546570,-4.079565,53.141159,1/6/14,exact
ERR1546571,-4.079565,53.141159,1/6/14,exact
ERR1546573,-4.079565,53.141159,1/6/14,exact
ERR1546574,-4.079565,53.141159,1/6/14,exact
ERR1546575,-4.079565,53.141159,1/6/14,exact
ERR1546576,-4.079565,53.141159,1/6/14,exact
ERR1546577,-4.079565,53.141159,1/6/14,exact
ERR1546578,-4.079565,53.141159,1/6/14,exact
ERR1546581,-4.079565,53.141159,1/6/14,exact
ERR1546582,-4.294913,53.310738,1/6/14,exact
ERR1546583,-4.294913,53.310738,1/6/14,exact
ERR1546584,-4.294913,53.310738,1/6/14,exact
ERR1546585,-4.294913,53.310738,1/6/14,exact
ERR1546586,-4.294913,53.310738,1/6/14,exact
ERR1546587,-4.294913,53.310738,1/6/14,exact
ERR1546588,-4.294913,53.310738,1/6/14,exact
ERR1546589,-4.294913,53.310738,1/6/14,exact
ERR1546590,-4.294913,53.310738,1/6/14,exact
ERR1546591,-4.294913,53.310738,1/6/14,exact
ERR1546592,-4.294913,53.310738,1/6/14,exact
ERR1546593,-4.294913,53.310738,1/6/14,exact
ERR1546594,-4.079565,53.141159,1/20/14,exact
ERR1546595,-4.079565,53.141159,1/20/14,exact
ERR1546596,-4.079565,53.141159,1/20/14,exact
ERR1546597,-4.079565,53.141159,1/20/14,exact
ERR1546598,-4.079565,53.141159,1/20/14,exact
ERR1546599,-4.079565,53.141159,1/20/14,exact
ERR1546600,-4.079565,53.141159,1/20/14,exact
ERR1546601,-4.079565,53.141159,1/20/14,exact
ERR1546602,-4.079565,53.141159,1/20/14,exact
ERR1546603,-4.079565,53.141159,1/20/14,exact
ERR1546606,-4.294913,53.310738,1/20/14,exact
ERR1546607,-4.294913,53.310738,1/20/14,exact
ERR1546608,-4.294913,53.310738,1/20/14,exact
ERR1546609,-4.294913,53.310738,1/20/14,exact
ERR1546610,-4.294913,53.310738,1/20/14,exact
ERR1546611,-4.294913,53.310738,1/20/14,exact
ERR1546612,-4.294913,53.310738,1/20/14,exact
ERR1546613,-4.294913,53.310738,1/20/14,exact
ERR1546614,-4.294913,53.310738,1/20/14,exact
ERR1546615,-4.294913,53.310738,1/20/14,exact
ERR1546616,-4.294913,53.310738,1/20/14,exact
ERR1546617,-4.294913,53.310738,1/20/14,exact
ERR1546618,-4.079565,53.141159,2/17/14,exact
ERR1546619,-4.079565,53.141159,2/17/14,exact
ERR1546621,-4.079565,53.141159,2/17/14,exact
ERR1546622,-4.079565,53.141159,2/17/14,exact
ERR1546623,-4.079565,53.141159,2/17/14,exact
ERR1546624,-4.079565,53.141159,2/17/14,exact
ERR1546625,-4.079565,53.141159,2/17/14,exact
ERR1546626,-4.079565,53.141159,2/17/14,exact
ERR1546627,-4.079565,53.141159,2/17/14,exact
ERR1546628,-4.079565,53.141159,2/17/14,exact
ERR1546629,-4.079565,53.141159,2/17/14,exact
ERR1546630,-4.294913,53.310738,2/17/14,exact
ERR1546632,-4.294913,53.310738,2/17/14,exact
ERR1546633,-4.294913,53.310738,2/17/14,exact
ERR1546634,-4.294913,53.310738,2/17/14,exact
ERR1546635,-4.294913,53.310738,2/17/14,exact
ERR1546636,-4.294913,53.310738,2/17/14,exact
ERR1546637,-4.294913,53.310738,2/17/14,exact
ERR1546638,-4.294913,53.310738,2/17/14,exact
ERR1546639,-4.294913,53.310738,2/17/14,exact
ERR1546640,-4.294913,53.310738,2/17/14,exact
ERR1546641,-4.294913,53.310738,2/17/14,exact
ERR1559029,-88.230357,41.841521,11/19/10,exact
ERR1559033,-88.230357,41.841521,11/19/10,exact
ERR1559038,-88.230357,41.841521,11/19/10,exact
ERR1559040,-88.230357,41.841521,11/19/10,exact
ERR1559043,-88.230357,41.841521,11/19/10,exact
ERR1559046,-88.230357,41.841521,11/19/10,exact
ERR1559047,-88.230357,41.841521,11/19/10,exact
ERR1559051,-88.230357,41.841521,11/19/10,exact
ERR1559055,-88.230357,41.841508,11/21/10,exact
ERR1559057,-88.230357,41.841508,11/21/10,exact
ERR1559058,-88.230357,41.841508,11/21/10,exact
ERR1559059,-88.230357,41.841508,11/21/10,exact
ERR1559063,-88.230357,41.841508,11/21/10,exact
ERR1559071,-88.230357,41.841508,11/21/10,exact
ERR1559075,-88.230357,41.841508,11/21/10,exact
ERR1559079,-88.230357,41.841514,11/21/10,exact
ERR1559081,-88.230357,41.841514,11/21/10,exact
ERR1559082,-88.230357,41.841514,11/21/10,exact
ERR1559083,-88.230357,41.841514,11/21/10,exact
ERR1559086,-88.230357,41.841514,11/21/10,exact
ERR1559090,-88.230357,41.841514,11/21/10,exact
ERR1559096,-88.230357,41.841514,11/21/10,exact
ERR1559100,-88.230357,41.841521,11/19/10,exact
ERR1559107,-88.230357,41.841521,11/19/10,exact
ERR1559109,-88.230357,41.841521,11/19/10,exact
ERR1559111,-88.230357,41.841521,11/19/10,exact
ERR1559112,-88.230357,41.841521,11/19/10,exact
ERR1559114,-88.230357,41.841521,11/19/10,exact
ERR1559123,-88.230357,41.841518,11/19/10,exact
ERR1559125,-88.230357,41.841518,11/19/10,exact
ERR1559131,-88.230357,41.841518,11/19/10,exact
ERR1559133,-88.230357,41.841518,11/19/10,exact
ERR1559139,-88.230357,41.841518,11/19/10,exact
